ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
12806,Jarod Willey,73.2,9,24,50,1.1,2.9,6.1
11991,Juan Ramirez,73.0,1,21,55,0.1,2.6,6.8
12210,Jordan Alvarez,72.2,8,19,48,1.0,2.4,5.9
11947,Eytor Mukai,72.1,3,34,51,0.4,4.2,6.3
12779,Albert Flores,71.1,4,29,47,0.5,3.7,5.9
12003,Miguel Franco,71.1,9,48,52,1.1,6.1,6.6
11570,JOSH KNIGHT,71.1,11,28,38,1.4,3.5,4.8
13270,Brayden Bourke,70.0,6,15,55,0.8,1.9,7.1
12636,Stephen Jones,69.1,6,16,51,0.8,2.1,6.6
13520,Silvano Cato,69.0,6,23,44,0.8,3.0,5.7
13029,Ernst Mahoney,69.0,3,32,38,0.4,4.2,5.0
12891,Matt Miller,68.1,4,28,48,0.5,3.7,6.3
13815,Mike Vallen,68.1,5,26,38,0.7,3.4,5.0
14528,Brad Dehn,67.2,3,36,41,0.4,4.8,5.5
13343,Jamie Munson,67.2,8,33,25,1.1,4.4,3.3
11019,CASEY PIPER,67.2,5,23,57,0.7,3.1,7.6
13133,Antonio Aquino,67.0,5,34,36,0.7,4.6,4.8
13516,Andres Martinez,66.2,10,35,45,1.3,4.7,6.1
